EPCI;LIBEPCI;NATURE_EPCI;NB_COM
244100806;CC de la Sologne des Rivières;CC;8
244200598;CC des Collines du Matin;CC;8
244200606;CC de Feurs en Forez;CC;12
244200614;CC des Vals d'Aix et Isable;CC;14
244200622;CC des Monts du Pilat;CC;16
244200630;CC du Pays Entre Loire et Rhône;CC;16
244200671;CC de Balbigny;CC;13
244200721;CC de Forez en Lyonnais;CC;10
244200762;CC du Pays d'Astrée;CC;18
244200770;CA Saint Etienne Métropole;CA;45
244200796;CA Loire Forez;CA;45
244200812;CC du Pays de St Galmier;CC;10
244200820;CC du Pays d'Urfé;CC;11
244200838;CC des Montagnes du Haut Forez;CC;12
244200846;CC du Pays de St Bonnet le Château;CC;18
244200895;CC du Pilat Rhodanien;CC;14
244300018;CA du Puy en Velay;CA;28
244300208;CC du Pays de Craponne;CC;8
244300216;CC de la Ribeyre, Chaliergue et Margeride;CC;16
244300224;CC du Pays de Paulhaguet;CC;19
244300232;CC du Mézenc et de la Loire Sauvage;CC;17
244300240;CC des Portes d'Auvergne;CC;13
244300265;CC de l'Emblavez;CC;11
244300299;CC Plateau de la Chaise Dieu;CC;11
244300307;CC du Pays de Montfaucon;CC;8
244300315;CC du Pays de Blesle;CC;9
244301016;CC des Sucs;CC;9
244301032;CC du Brivadois;CC;16
244301057;CC du Langeadois;CC;14
244301065;CC de Rochebaron À Chalençon;CC;8
244301073;CC du Meygal;CC;7
244301099;CC Auzon Communauté;CC;12
244301107;CC du Haut Lignon;CC;6
244301115;CC les Marches du Velay;CC;6
244301123;CC des Pays de Cayres et de Pradelles;CC;19
244301131;CC Loire et Semène;CC;7
244301149;CC du Pays de Saugues;CC;16
244400404;Nantes Métropole;ME;24
244400420;CC de la Région de Machecoul;CC;8
244400438;CC de Grand Lieu;CC;9
244400446;CC de la Vallée de Clisson;CC;12
244400453;CC de la Région de Blain;CC;4
244400487;CC du Castelbriantais;CC;19
244400495;CC du Secteur de Derval;CC;7
244400503;CC d'Erdre et Gesvres;CC;12
244400511;CC Loire Divatte;CC;6
244400529;CC de la Loire Atlantique Méridionale;CC;3
244400537;CC de la Région de Nozay;CC;7
244400545;CC Coeur Pays de Retz;CC;7
244400552;CC du Pays d'Ancenis;CC;29
244400578;CC de Vallet;CC;6
244400586;CC du Sud Estuaire;CC;6
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);CA;15
244400644;CA de la Région Nazairienne et de l'Estuaire (Carene);CA;10
244400651;CC Sèvre Maine et Goulaine;CC;4
244400677;CC de Pornic;CC;8
244400693;CC Loire et Sillon;CC;8
244400701;CC Coeur d'Estuaire;CC;3
244500195;CC de Châtillon-Coligny;CC;12
244500203;CA Montargoise et Rives du Loing (A.M.E.);CA;15
244500211;CC Giennoises;CC;11
244500278;CC du Canton de Lorris;CC;14
244500393;CC de Beauce et du Gâtinais;CC;18
244500401;CC du Beaunois;CC;18
244500419;CC des Quatre Vallées;CC;19
244500427;CC des Loges;CC;14
244500443;CC du Canton de Briare;CC;14
244500450;CC du Val d'Ardoux;CC;5
244500468;CA Orléans Val de Loire (Agglo);CA;22
244500476;CC du Canton de Châtillon Sur Loire;CC;6
244500484;CC de la Forêt;CC;10
244500518;CC Val D'Or et Forêt;CC;8
244500526;CC du Malesherbois;CC;7
244500534;CC des Terres Puiseautines;CC;13
244500542;CC de la Plaine du Nord Loiret;CC;15
244500559;CC du Plateau Beauceron;CC;10
244500567;CC du Bellegardois;CC;12
244500583;CC Val Sol;CC;7
244600359;CC Cère et Dordogne;CC;16
244600433;CC de la Vallée du Lot et du Vignoble;CC;27
244600482;CC Quercy - Bouriane;CC;20
244600516;CC du Haut Ségala;CC;11
244600532;CC du Pays de Lalbenque;CC;23
244600557;CC du Pays de Sousceyrac;CC;5
244600573;CC du Causse de Labastide Murat;CC;22
244700449;CC du Pays de Duras;CC;17
244700464;CC du Pays de Lauzun;CC;20
244700498;CC des Coteaux de l'Albret;CC;13
244700506;CC du Val d'Albret;CC;14
244701355;CC des Coteaux et Landes de Gascogne;CC;27
244701389;CC de Penne d'Agenais;CC;8
244701405;CC Lot et Tolzac;CC;15
244701439;CC du Canton de Prayssas;CC;10
244701462;CC du Confluent;CC;18
244701496;CC du Mézinais;CC;7
244800066;CC de la Vallée de la Jonte;CC;6
244800322;CC de la Terre de Peyre;CC;6
244800330;CC du Canton de Châteauneuf de Randon;CC;8
244800348;CC du Causse du Massegros;CC;5
244800355;CC de la Terre de Randon;CC;11
244800363;CC des Hautes Terres;CC;10
244800389;CC du Valdonnez;CC;5
244800397;CC du Goulet - Mont Lozère;CC;12
244800405;CC Coeur de Lozère;CC;4
244800413;CC de Villefort;CC;7
244800421;CC de la Cévenne des Hauts-Gardons;CC;8
244800439;CC des Gorges du Tarn et des Grands Causses;CC;5
244800447;CC Margeride-Est;CC;7
244800454;CC de la Vallée Longue et du Calbertois en Cévennes;CC;8
244800470;CC du Gévaudan;CC;13
244800496;CC des Cévennes Au Mont-Lozère;CC;5
244800504;CC du Pays de Chanac;CC;5
244900015;CA Angers Loire Métropole;CA;33
244900361;CA Saumur Loire Développement;CA;32
244900577;CC de la Région de Chemillé;CC;12
244900585;CC de la Région du Lion-d'angers;CC;14
244900593;CC du Canton de Segré;CC;15
244900643;CC Montrevault Communauté;CC;11
244900668;CC du Bocage;CC;6
244900692;CC du Centre Mauges;CC;11
244900700;CA du Choletais;CA;13
244900726;CC du Canton de Saint-Florent-Le-Vieil;CC;11
244900734;CC des Coteaux du Layon;CC;12
244900742;CC du Canton de Baugé;CC;10
244900759;CC de Loir et Sarthe;CC;4
244900767;CC du Gennois;CC;10
244900775;CC de la Région de Pouancé-Combrée;CC;14
244900783;CC du Canton de Champtoceaux;CC;9
244900791;CC Loire-Longué;CC;11
244900809;CC du Canton de Candé;CC;6
244900833;CC Loire Layon;CC;10
244900841;CC du Haut Anjou;CC;11
244900858;CC Ouest Anjou;CC;7
244900866;CC de la Vallée Loire-Authion;CC;8
244900882;CC de Beaufort-En-Anjou;CC;7
244900924;CC du Loir;CC;13
244900940;CC de la Région de Noyant;CC;15
244900973;CC de la Région de Doué-La-Fontaine;CC;11
244900981;CC du Vihiersois Haut-Layon;CC;12
244900999;CC les Portes de l'Anjou;CC;5
244901013;CC Loire Aubance;CC;14
245000237;CU de Cherbourg;CU;5
245000260;CC de la Hague;CC;19
245000278;CC des Pieux;CC;15
245000302;CC du Canton de la Haye du Puits;CC;18
245000344;CC de Douve et Divette;CC;9
245000377;CC de la Saire;CC;3
245000427;CC du Canton de Lessay;CC;13
245000443;CC du Canton de Montmartin Sur Mer;CC;12
245000450;CC de Saint Hilaire du Harcouët;CC;15
245000468;CC du Canton de Saint James;CC;12
245000476;CC du Canton de Saint Malo de la Lande;CC;13
245000542;CC du Canton de Saint Pierre Eglise;CC;18
245000575;CC du Val de Saire;CC;16
245000617;CC de Canisy;CC;12
245000682;CC de Seves et Taute;CC;12
245000690;CC de la Région de Montebourg;CC;22
245000716;CC de la Vallée de l'Ouve;CC;16
245000807;CC de la Côte des Isles;CC;16
245100037;CC Epernay Pays de Champagne;CC;21
245100052;CC Champagne Vesle;CC;33
245100508;CC de la Brie des Etangs;CC;21
245100516;CC du Pays d'Anglure;CC;20
245100565;CC des Coteaux Sézannais;CC;23
245100581;CC Saulx et Bruxenelle;CC;7
245100615;CC de la Grande Vallée de la Marne;CC;17
245100631;CC de la Région de Mourmelon;CC;8
245100797;CC des Portes de Champagne;CC;19
245100813;CC de la Région de Vertus;CC;29
245100854;CC des Deux Vallées;CC;11
245100870;CC des Coteaux de la Marne;CC;14
245100888;CC de la Brie Champenoise;CC;19
245100979;CC du Sud Marnais;CC;14
245101035;CC de la Vallée de la Suippe;CC;7
245101043;CC Beine-Bourgogne;CC;9
245101050;CC des Rives de la Suippe;CC;12
245200373;CC de la Vallée de la Marne;CC;11
245200381;CC du Pays de Chalindrey;CC;13
245200415;CC du Pays du Der;CC;12
245200456;CA Agglomération de Chaumont;CA;25
245200480;CC de la Vallée du Rognon;CC;16
245200514;CC du Bassigny;CC;20
245200548;CC de la Région de Bourbonne les Bains;CC;16
245200555;CC du Bassin de Bologne Vignory et Froncles;CC;22
245200563;CC du Bassin Nogentais;CC;17
245200597;CC des Trois Forêts;CC;29
245300223;CC du Pays de Meslay-Grez;CC;23
245300306;CC du Pays de Loiron;CC;15
245300330;CA de Laval;CA;20
245300348;CC de le Horps;CC;13
245300355;CC de l'Ernée;CC;15
245300371;CC du Pays de Mayenne;CC;20
245300389;CC du Bocage Mayennais;CC;27
245300447;CC du Pays de Château-Gontier;CC;24
245400171;CC Moselle et Madon;CC;19
245400189;CC des Pays du Sel et du Vermois;CC;13
245400262;CC de l'Agglomération de Longwy;CC;21
245400379;CC du Bassin de Landres;CC;11
245400437;CC du Pays de Briey;CC;9
245400510;CC du Pays de Colombey et du Sud Toulois;CC;39
245400601;CC du Bassin de Pompey;CC;13
245400676;CU du Grand Nancy;CU;20
245400700;CC du Lunévillois;CC;15
245400718;CC de la Vezouze;CC;34
245400759;CC du Pays du Sanon;CC;29
245400775;CC de Seille et Mauchère;CC;20
245400791;CC du Pays de l'Orne;CC;9
245400817;CC du Jarnisy;CC;24
245400825;CC du Pays Audunois;CC;14
245400866;CC du Grand Couronné;CC;19
245400916;CC de la Mortagne;CC;17
245400924;CC du Val de Meurthe;CC;7
245400932;CC du Bayonnais;CC;25
245500327;CC du Sammiellois;CC;19
245500459;CC du Centre Argonne;CC;15
245500806;CC Meuse-Voie Sacrée;CC;18
245501101;CC du Pays de Spincourt;CC;21
245501168;CC de la Région de Damvillers;CC;20
245501176;CC du Canton de Fresnes en Woëvre;CC;32
245501184;CC de Revigny Sur Ornain;CC;16
245501192;CC du Pays de Commercy;CC;10
245501226;CC de la Saulx et du Perthois;CC;19
245501234;CC de la Haute Saulx;CC;14
245501242;CC du Pays d'Etain;CC;26
245501259;CC du Pays de Montmédy;CC;25
245501267;CC du Pays de Stenay;CC;19
245501309;CC Entre Aire et Meuse;CC;23
245501317;CC de Triaucourt - Vaubécourt;CC;24
245501341;CC du Val des Couleurs;CC;20
245501366;CC du Val Dunois;CC;22
245501374;CC de Montfaucon - Varennes en Argonne;CC;23
245501457;CC du Val d'Ornois;CC;19
245501465;CC de Void;CC;24
245501481;CC du Val de Meuse et de la Vallée de la Dieue;CC;7
245600143;CC Saint Jean Communauté;CC;8
245600150;CC du Pays de la Gacilly;CC;9
245600366;CA Vannes Agglo;CA;24
245600416;CC du Val d'Oust et de Lanvaux;CC;16
245600424;CC de Mauron en Brocéliande;CC;7
245600432;CC Guer Communauté;CC;7
245600440;CC de Blavet Bellevue Océan;CC;5
245600465;CC de Belle Ile en Mer;CC;4
245600515;CC Baud Communauté;CC;6
245614292;CC Locminé Communauté;CC;7
245614342;CC Ploërmel Communauté;CC;7
245614367;CC Josselin Communauté;CC;12
245614383;CC du Pays de Questembert;CC;13
245614391;CC du Loch;CC;6
245614417;CC Roi Morvan Communauté;CC;21
245614425;CC du Porhoët;CC;6
245614433;CC Pontivy Communauté;CC;26
245700133;CC du District Urbain de Faulquemont (Duf);CC;33
245700216;CA Sarreguemines Confluences;CA;26
245700372;CA de Forbach Porte de France;CA;21
245700398;CC de Freyming-Merlebach;CC;11
245700695;CC de Cattenom et Environs;CC;20
245700919;CC de Rohrbach Lès Bitche;CC;9
245700950;CC du Pays de Phalsbourg;CC;26
245701164;CC du Warndt;CC;5
245701172;CC du Centre Mosellan;CC;31
245701198;CC de la Vallée de la Bièvre;CC;11
245701206;CC du Saulnois;CC;128
245701222;CA du Val de Fensch;CA;10
245701230;CC des Deux Sarres;CC;19
245701248;CC de l'Etang du Stock;CC;4
245701271;CC du Pays Orne Moselle;CC;13
245701289;CC du Haut Chemin;CC;12
245701297;CC de l'Albe et des Lacs;CC;12
245701305;CC du Pays des Etangs;CC;14
245701347;CC des Trois Frontières;CC;22
245701354;CC de l'Arc Mosellan;CC;26
245701362;CA Portes de France-Thionville;CA;13
245701370;CC du Val de Moselle;CC;10
245701388;CC du Pays Naborien;CC;10
245701404;CC du Pays Haut Val d'Alzette;CC;8
245701412;CC du Bouzonvillois;CC;21
245701420;CC de la Houve;CC;11
245801014;CC des Vaux d'Yonne;CC;13
245801063;CC Loire et Allier;CC;6
245801113;CC du Haut Morvan;CC;17
245804372;CC la Fleur du Nivernais;CC;20
245804380;CC les Portes du Morvan;CC;10
245804406;CA de Nevers;CA;12
245804414;CC du Bazois;CC;15
245804422;CC Fil de Loire;CC;4
245804430;CC des Amognes;CC;16
245804448;CC du Val du Sauzay;CC;12
245804463;CC Loire et Nohain;CC;9
245804471;CC en Donziais;CC;10
245804489;CC Entre Loire et Morvan;CC;11
245804497;CC du Nivernais Bourbonnais;CC;8
245804505;CC Entre Nièvres et Forêts;CC;13
245804513;CC Coeur du Nivernais;CC;11
245804521;CC Loire et Vignoble;CC;11
245804539;CC du Val du Beuvron;CC;21
245804547;CC le Bon Pays;CC;4
245804554;CC des Portes Sud du Morvan;CC;13
245804562;CC du Pays Charitois;CC;14
245804570;CC du Pays Corbigeois;CC;17
245804588;CC des Bertranges À la Nièvre;CC;5
245804596;CC du Sud Nivernais;CC;8
245804612;CC des Grands Lacs du Morvan;CC;9
245804620;CC Entre Loire et Forêt;CC;6
245900410;Métropole Européenne de Lille;ME;85
245900428;CU de Dunkerque;CU;18
245900741;CC de la Vacquerie;CC;6
245900758;CC Flandre Lys;CC;8
245900816;CC des Weppes;CC;5
245901038;CC du Pays Solesmois;CC;15
245901061;CC de la Haute Deûle;CC;5
245901152;CC Coeur d'Ostrevent [c.C.C.O.];CC;21
245901160;CA Valenciennes Métropole;CA;35
246000111;CA Creilloise;CA;4
246000129;CC du Liancourtois;CC;10
246000376;CC du Clermontois;CC;19
246000566;CC du Plateau Picard;CC;52
246000582;CC des Sablons;CC;24
246000608;CC des Vallées de la Brèche et de la Noye;CC;41
246000699;CC de Crèvecoeur le Grand Pays Picard A16 Haute Vallée de la Celle;CC;20
246000707;CC du Vexin-Thelle;CC;42
246000749;CC du Canton d'Attichy;CC;20
246000756;CC du Pays Noyonnais;CC;42
246000764;CC de l'Aire Cantilienne;CC;11
246000772;CC des Deux Vallées;CC;16
246000830;CA du Beauvaisis;CA;31
246000848;CC de la Picardie Verte;CC;89
246000855;CC du Pays des Sources;CC;48
246000863;CC du Pays de Thelle;CC;36
246000871;CC du Pays de Valois;CC;62
246000897;CC de la Plaine d'Estrées;CC;19
246000913;CC du Pays de Bray;CC;23
246000921;CC des Pays d'Oise et d'halatte;CC;17
246000939;CC Rurales du Beauvaisis;CC;13
246000947;CC de la Basse Automne;CC;6
246001010;CA de la Région de Compiègne;CA;16
246001143;CC Pierre-Sud-Oise;CC;7
246001150;CC la Ruraloise;CC;6
246100317;CC du Perche Sud;CC;12
246100333;CC du Domfrontais;CC;9
246100341;CC du Bocage de Passais la Conception;CC;9
246100390;CC du Val d'Orne;CC;18
246100408;CC du Bocage d'Athis de l'Orne;CC;16
246100440;CC du Pays de Longny Au Perche;CC;13
246100465;CC du Pays Fertois;CC;12
246100499;CC du Val d'huisne;CC;10
246100572;CC de la Région de Gacé;CC;14
246100580;CC du Haut Perche;CC;15
246100598;CC du Canton de la Ferté Fresnel;CC;14
246100630;CC du Pays d'Andaine;CC;14
246100648;CC du Perche Rémalardais;CC;12
246100655;CC du Bocage Carrougien;CC;11
246100663;CU d'Alençon;CU;36
246100671;CC du Pays du Haras du Pin;CC;16
246100739;CC du Pays de Briouze;CC;12
246100770;CC du Pays Bellêmois;CC;16
246100788;CC du Pays de Camembert;CC;19
246200018;CC du Pays d'Aire;CC;5
246200117;CC Opale Sud;CC;10
246200299;CA d'hénin-Carvin;CA;14
246200364;CA de Lens - Liévin;CA;36
246200380;CC de la Terre des Deux Caps;CC;21
246200406;CC du Montreuillois;CC;21
246200455;CA de Saint Omer;CA;25
246200729;CA du Boulonnais;CA;22
246200802;CC Artois Lys;CC;21
246200844;CC de la Région d'Audruicq;CC;15
246200851;CC du Canton de Fauquembergues;CC;18
246200869;CC du Pernois;CC;18
246200877;CC de la Morinie;CC;9
246200919;CC du Canton de Fruges;CC;25
246200976;CC du Sud Ouest du Calaisis;CC;9
246200984;CC des Trois Pays;CC;23
246200992;CC du Canton d'hucqueliers et Environs;CC;24
246201016;CC du Pays de Lumbres;CC;36
246201057;CC de l'Atrébatie;CC;27
246201065;CC de la Région de Frévent;CC;12
246201073;CC de l'Auxilois;CC;16
246201115;CC Mer et Terres d'Opale;CC;15
246201149;CA du Calaisis;CA;5
246201156;CC Artois Flandres;CC;14
246300651;CC du Pays d'Arlanc;CC;9
246300669;CC de la Montagne Thiernoise;CC;9
246300677;CC Sancy Artense Communauté;CC;13
246300685;CC du Pays de Menat;CC;12
246300693;CC Limagne d'Ennezat;CC;14
246300701;CA Clermont Communauté;CA;21
246300735;CC du Pays de Cunlhat;CC;7
246300776;CC des Puys et Couzes;CC;16
246300784;CC des Coteaux de l'Allier;CC;6
246300800;CC des Côtes de Combrailles;CC;12
246300818;CC du Pays d'Olliergues;CC;6
246300834;CC Manzat Communauté;CC;9
246300842;CC Couze Val d'Allier;CC;7
246300883;CC du Lembron Val d'Allier;CC;17
246300909;CC de Rochefort-Montagne;CC;14
246300917;CC Coeur de Combrailles;CC;10
246300925;CC de Haute Combraille;CC;17
246300933;CC Gergovie Val d'Allier Communauté;CC;11
246300941;CC de Livradois Porte d'Auvergne;CC;4
246300958;CC de Pionsat;CC;10
246300966;CC du Massif du Sancy;CC;16
246300974;CC du Haut Livradois;CC;15
246300982;CC des Cheires;CC;11
246300990;CC Ardes Communauté;CC;15
246301006;CC de Nord Limagne;CC;12
246301014;CC du Pays de Courpière;CC;10
246301022;CC de la Vallée de l'Ance;CC;10
246301030;CC Limagne - Bords d'Allier;CC;5
246301048;CC du Pays de Sauxillanges;CC;17
246301055;CC Riom Communauté;CC;11
246301063;CC Thiers Communauté;CC;4
246301071;CC de Sioulet Chavanon;CC;12
246301097;CC Entre Dore et Allier;CC;14
246301105;CC du Pays d'Ambert;CC;7
246301113;CC de Mur Ès Allier;CC;5
246301121;CC des Coteaux de Randan;CC;8
246301139;CC du Bassin Minier Montagne;CC;10
246301154;CC Allier Comté Communauté;CC;7
246301162;CC Volvic Sources et Volcans;CC;7
246301170;CC Issoire Communauté;CC;5
246400014;CC du Canton de Garlin;CC;19
246400030;CA Agglomération Côte Basque Adour;CA;5
246400337;CC de la Vallée d'Ossau;CC;18
246401459;CC de la Vallée de Barétous;CC;6
246401517;CC du Pays de Morlaàs;CC;28
246401525;CC Gave et Coteaux;CC;7
246401533;CC du Josbaig;CC;6
246401541;CC de Bidache;CC;7
246401574;CC du Canton d'Arzacq;CC;23
246401590;CC du Canton de Navarrenx;CC;19
246401616;CC d'Amikuze;CC;27
246401624;CC de la Vallée d'Aspe;CC;13
246401632;CC du Canton de Lembeye en Vic-Bilh;CC;31
246401657;CC du Pays d'hasparren (Hazparneko Lurraldea);CC;11
246401665;CC de Salies-De-Béarn;CC;11
246401699;CC de Sauveterre-De-Béarn;CC;23
246401715;CC du Miey de Béarn;CC;14
246401723;CA Pau-Pyrénées;CA;14
246401756;CC Pays de Nay;CC;26
246401764;CC de Soule-Xiberoa;CC;36
246401798;CC Ousse-Gabas;CC;15
246401814;CC du Piémont Oloronais;CC;24
246401822;CC de Garazi-Baigorri;CC;30
246401855;CC Nive-Adour;CC;6
246401863;CC d'Iholdi-Ostibarre;CC;13
246500052;CC de la Vallée du Louron;CC;15
246500201;CC du Val d'Azun;CC;8
246500359;CC de Batsurguère;CC;5
246500375;CC Vic-Montaner;CC;29
246500482;CC de la Haute-Bigorre;CC;24
246500490;CC du Canton d'Ossun;CC;17
246500508;CC Neste Baronnies;CC;15
246500565;CA du Grand Tarbes;CA;15
246500573;CC des Véziaux d'Aure;CC;9
246500599;CC Adour-Rustan-Arros;CC;24
246500631;CC de la Vallée d'Argelès-Gazost;CC;16
246500656;CC de la Vallée de Saint-Savin;CC;7
246500714;CC Gavarnie-Gèdre;CC;2
246500789;CC d'Aure;CC;10
246500805;CC de la Haute Vallée d'Aure;CC;11
246500821;CC du Magnoac;CC;28
246500839;CC Gespe-Adour-Alaric;CC;9
246600282;CC Sud-Roussillon;CC;6
246600373;CC du Vallespir;CC;10
246600399;CC Pyrénées Cerdagne;CC;19
246600407;CC Salanque Méditerranée;CC;4
246600415;CC Roussillon-Conflent;CC;16
246600423;CC Agly Fenouillèdes;CC;22
246600449;CC des Aspres;CC;19
246600464;CC Capcir Haut Conflent;CC;19
246600548;CC du Haut Vallespir;CC;14
246700306;CC de la Vallée de la Bruche;CC;26
246700488;EuroMétropole de Strasbourg;ME;28
246700694;CC des Coteaux de la Mossig;CC;14
246700702;CC du Pays de Hanau;CC;19
246700736;CC du Val de Moder;CC;8
246700744;CC du Canton de Rosheim;CC;9
246700777;CC du Canton de Villé;CC;18
246700793;CC du Pays de la Petite Pierre;CC;19
246700843;CC de la Basse-Zorn;CC;7
246700892;CC de Benfeld et Environs;CC;11
246700926;CC du Pays de Wissembourg;CC;12
246700942;CC de l'Alsace Bossue;CC;32
246700959;CC du Pays de la Zorn;CC;26
246700967;CC de Sélestat;CC;12
246700983;CC du Pays d'Erstein;CC;10
246701031;CC de la Région de Brumath;CC;10
246701064;CC de la Région de Molsheim-Mutzig;CC;18
246701072;CC de la Région de Saverne;CC;28
246701080;CC du Pays de Sainte-Odile;CC;6
246701098;CC du Pays de Niederbronn-Les-Bains;CC;13
246701114;CC du Pays de Sarre Union;CC;13
246701189;CC de Bischwiller et Environs;CC;6
246701197;CC les Châteaux;CC;5
246701239;CC du Rhin;CC;7
246800015;CC Essor du Rhin;CC;7
246800098;CC du Pays de Brisach;CC;22
246800189;CC du Secteur d'Illfurth;CC;10
246800197;CC d'Altkirch;CC;6
246800205;CC de la Vallée de Saint-Amarin;CC;15
246800247;CC des Trois Frontières;CC;10
246800361;CC de la Vallée de Hundsbach;CC;13
246800395;CC du Val d'Argent;CC;4
246800411;CC de la Largue;CC;12
246800437;CC Ill et Gersbach;CC;11
246800445;CC du Centre du Haut-Rhin;CC;9
246800460;CC la Porte d'Alsace Cc de la Région de Dannemarie;CC;33
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;CC;11
246800551;CC de la Vallée de Kaysersberg;CC;10
246800569;CC de la Région de Guebwiller;CC;19
246800577;CC du Pays de Ribeauvillé;CC;16
246800585;CC de la Vallée de Munster;CC;16
246800593;CC du Pays du Ried Brun;CC;8
246800643;CC du Jura Alsacien (Ccja);CC;27
246800650;CC de la Porte du Sundgau;CC;13
246800676;CC de la Vallée de la Doller et du Soultzbach;CC;17
246800684;CC du Pays de Sierentz;CC;17
246800700;CC Porte de France-Rhin Sud;CC;6
246800726;CA de Colmar;CA;14
246900575;CC de l'Est Lyonnais (Ccel);CC;8
246900625;CC du Pays de l'Arbresle (Ccpa);CC;17
246900633;CC de la Région de Condrieu;CC;11
246900682;CC du Haut Beaujolais;CC;12
246900690;CC Chamousset en Lyonnais;CC;14
246900724;CC des Vallons du Lyonnais (Ccvl);CC;8
246900740;CC du Pays Mornantais (Copamo);CC;16
246900757;CC de la Vallée du Garon (Ccvg);CC;5
246900765;CC du Pays de l'Ozon;CC;7
246900773;CC des Hauts du Lyonnais (Cchl);CC;10
247000011;CA de Vesoul;CA;20
247000367;CC des Combes;CC;27
247000623;CC des Quatre Rivières;CC;42
247000664;CC du Pays de Lure;CC;24
247000698;CC des Monts de Gy;CC;27
247000706;CC du Pays Riolais;CC;33
247000714;CC du Pays de Villersexel;CC;34
247000722;CC du Pays d'héricourt;CC;20
247000755;CC du Pays de Luxeuil;CC;13
247000813;CC du Val de Pesmes;CC;18
247000821;CC Rahin et Cherimont;CC;10
247000839;CC des Mille Etangs;CC;16
247000854;CC de la Haute Vallée de l'Ognon;CC;13
247100290;CU le Creusot Montceau-Lès-Mines;CU;27
247100480;CC Cuiseaux Intercom;CC;9
247100498;CC du Canton de Chauffailles;CC;11
247100506;CC de Matour et Sa Région;CC;11
247100589;CA Chalon - Val de Bourgogne;CA;38
247100605;CC Mâconnais - Val de Saône;CC;12
247100639;CC du Canton de Marcigny;CC;12
247100647;CC du Canton de Pierre de Bresse;CC;16
247100746;CC du Maconnais-Beaujolais;CC;13
247100860;CC du Mâconnais Charolais;CC;7
247103765;CC Entre Saône et Grosne;CC;17
247103864;CC du Canton de Semur en Brionnais;CC;14
247103922;CC de Paray le Monial;CC;10
247103948;CC du Pays Clayettois;CC;18
247103989;CC de Beuvray - Val d'Arroux;CC;8
247104052;CC du Pays de Gueugnon;CC;13
247104078;CC de Digoin Val de Loire;CC;8
247104094;CC Sud Côte Chalonnaise;CC;30
247104136;CC du Tournugeois;CC;12
247104169;CC des Portes de la Bresse;CC;7
247104193;CA du Mâconnais-Val de Saône;CA;26
247200090;CC de Sablé-Sur-Sarthe;CC;17
247200132;CU le Mans Métropole;CU;14
247200157;CC de Lucé;CC;8
247200348;CC du Pays Fléchois;CC;13
247200397;CC du Bassin Ludois;CC;8
247200405;CC des Portes du Maine;CC;10
247200413;CC du Pays des Brières et du Gesnois;CC;15
247200421;CC du Sud Est du Pays Manceau;CC;5
247200447;CC Orée de Bercé - Belinois;CC;8
247200462;CC du Pays de Sillé;CC;10
247200470;CC du Canton de Pontvallain;CC;9
247200496;CC du Pays Calaisien;CC;14
247200512;CC du Val du Loir;CC;9
247200520;CC Maine 301;CC;10
247200538;CC du Pays Bilurien;CC;8
247200546;CC des Alpes Mancelles;CC;13
247200579;CC de la Champagne Conlinoise;CC;15
247200587;CC du Saosnois;CC;25
247200595;CC du Pays Belmontais;CC;13
247200629;CC du Val de Sarthe;CC;15
247200637;CC de Loir et Bercé;CC;12
247200652;CC Aune et Loir;CC;6
247200678;CC des Portes du Maine Normand;CC;14
247200686;CC du Pays de l'huisne Sarthoise;CC;26
247200694;CC du Pays Marollais;CC;17
247200702;CC du Val de Braye;CC;15
247200728;CC du Bocage Cénoman;CC;5
247200736;CC des Rives de Sarthe;CC;4
247300015;CC des Vallées d'Aigueblanche;CC;7
247300049;CA du Lac du Bourget;CA;17
247300098;CA Chambéry Métropole;CA;24
247300148;CC de Haute Maurienne Vanoise;CC;7
247300254;CC Maison de l'Intercommunalité de Haute Tarentaise;CC;8
247300262;CC de Yenne;CC;13
247300338;CC de Chautagne;CC;8
247300346;CC Coeur de Maurienne;CC;8
247300353;CC Terra Modana;CC;7
247300361;CC du Canton de la Chambre;CC;14
247300452;CC Maurienne Galibier;CC;6
247300528;CC Val Guiers;CC;13
247300569;CC du Coeur des Bauges;CC;14
247300593;CC du Canton d'Albens;CC;8
247300668;CC du Lac d'Aiguebelette (Ccla);CC;10
247300676;CC Porte de Maurienne;CC;12
247300718;CC de l'Arvan;CC;8
247300759;CC du Beaufortain;CC;4
247300767;CC de la Région d'Albertville (Co.Ral);CC;18
247300791;CC de la Haute Combe de Savoie;CC;11
247300817;CC les Versants d'Aime;CC;9
247400047;CC de la Vallée Verte;CC;8
247400070;CC de la Semine;CC;7
247400112;CC du Pays de Cruseilles;CC;13
247400427;CA d'Annecy;CA;13
247400567;CC Fier et Usses;CC;7
247400575;CC du Pays d'Alby;CC;11
247400583;CC Arve et Salève;CC;8
247400617;CC des Vallées de Thônes;CC;13
247400658;CC du Pays de Fillière;CC;9
247400666;CC des Quatre Rivières;CC;11
247400682;CC du Haut-Chablais;CC;15
247400690;CC du Genevois;CC;17
247400724;CC du Pays Rochois;CC;9
247400732;CC de la Rive Gauche du Lac d'Annecy;CC;7
247400740;CC du Canton de Rumilly;CC;18
247400773;CC du Pays de Faverges;CC;10
247400781;CC de la Tournette;CC;4
247400823;CC du Pays de Seyssel;CC;11
